seg_id_nat,.width,.lower,.upper,temp,.point
1435,0.9,33.055836129188535,42.883123588562015,37.43029050827026,median
1435,0.8,33.905343651771545,41.41569004058838,37.43029050827026,median
1435,0.7,34.622409915924074,40.661415100097656,37.43029050827026,median
1435,0.6,35.15018754005432,40.05558776855469,37.43029050827026,median
1435,0.5,35.62432827949524,39.487224674224855,37.43029050827026,median
1435,0.4,35.97918753623962,38.91824402809143,37.43029050827026,median
1435,0.3,36.35813860893249,38.53530912399292,37.43029050827026,median
1435,0.2,36.785814476013186,38.167025089263916,37.43029050827026,median
1435,0.1,37.067017269134524,37.79487180709839,37.43029050827026,median
1436,0.9,32.37763464450836,41.1960973739624,36.432991123199464,median
1436,0.8,33.225673174858095,40.04345817565918,36.432991123199464,median
1436,0.7,33.895011353492734,39.24774932861328,36.432991123199464,median
1436,0.6,34.29026081562042,38.639556074142455,36.432991123199464,median
1436,0.5,34.69489779472351,38.21894235610962,36.432991123199464,median
1436,0.4,35.08990693092346,37.80569291114807,36.432991123199464,median
1436,0.3,35.499515008926394,37.424513244628905,36.432991123199464,median
1436,0.2,35.80883293151855,37.09935827255249,36.432991123199464,median
1436,0.1,36.091006469726565,36.73897194862366,36.432991123199464,median
1437,0.9,32.60244474411011,42.00451002120972,36.710762405395506,median
1437,0.8,33.547247076034544,40.821166610717775,36.710762405395506,median
1437,0.7,34.15589394569397,39.87971210479736,36.710762405395506,median
1437,0.6,34.625469994544986,39.27465810775757,36.710762405395506,median
1437,0.5,35.00371189117432,38.725110387802125,36.710762405395506,median
1437,0.4,35.36416709423065,38.24117379188537,36.710762405395506,median
1437,0.3,35.68080401420593,37.80888838768006,36.710762405395506,median
1437,0.2,36.004071140289305,37.46280918121338,36.710762405395506,median
1437,0.1,36.356038331985474,37.105168151855466,36.710762405395506,median
1438,0.9,33.81003296375275,48.79346771240235,38.831507396698,median
1438,0.8,34.89984045028687,45.48324155807495,38.831507396698,median
1438,0.7,35.49683151245117,43.83198013305664,38.831507396698,median
1438,0.6,36.016486120224,42.739527988433835,38.831507396698,median
1438,0.5,36.59502573013306,41.76462097167969,38.831507396698,median
1438,0.4,37.08268222808838,41.075242614746095,38.831507396698,median
1438,0.3,37.50630259513855,40.405386447906494,38.831507396698,median
1438,0.2,37.96049156188965,39.852693462371825,38.831507396698,median
1438,0.1,38.4098014831543,39.35703411102295,38.831507396698,median
1439,0.9,32.03204510211945,43.162539386749266,35.266441988945004,median
1439,0.8,32.655569756031035,40.41216278076172,35.266441988945004,median
1439,0.7,33.06378254890442,39.10361728668213,35.266441988945004,median
1439,0.6,33.395691108703616,38.20366749763489,35.266441988945004,median
1439,0.5,33.71979465484619,37.46698956489563,35.266441988945004,median
1439,0.4,33.992152380943295,36.9192554473877,35.266441988945004,median
1439,0.3,34.29235401153564,36.42748293876648,35.266441988945004,median
1439,0.2,34.627558040618894,35.90535297393799,35.266441988945004,median
1439,0.1,34.95481672286987,35.555499792099,35.266441988945004,median
1440,0.9,32.126932644844054,39.39645357131958,34.99540691375732,median
1440,0.8,32.7792086482048,38.25559549331665,34.99540691375732,median
1440,0.7,33.16644141674042,37.49554328918457,34.99540691375732,median
1440,0.6,33.495452761650085,36.984865713119504,34.99540691375732,median
1440,0.5,33.78968873023987,36.506971168518064,34.99540691375732,median
1440,0.4,34.04486207962036,36.1655731678009,34.99540691375732,median
1440,0.3,34.30166578292847,35.837009859085086,34.99540691375732,median
1440,0.2,34.51771535873413,35.53032007217407,34.99540691375732,median
1440,0.1,34.773171949386594,35.235904932022095,34.99540691375732,median
1441,0.9,31.76274938583374,40.436390209197995,35.67495636940002,median
1441,0.8,32.63661866188049,39.33709478378296,35.67495636940002,median
1441,0.7,33.28438823223114,38.597456550598146,35.67495636940002,median
1441,0.6,33.7435019493103,38.00497417449951,35.67495636940002,median
1441,0.5,34.054521036148074,37.54267120361328,35.67495636940002,median
1441,0.4,34.42731440067291,37.08962678909302,35.67495636940002,median
1441,0.3,34.74631531238556,36.73381867408752,35.67495636940002,median
1441,0.2,35.03971893787384,36.33412790298462,35.67495636940002,median
1441,0.1,35.37599606513977,36.01332583427429,35.67495636940002,median
1442,0.9,32.50163359642029,43.01780738830566,36.518018865585326,median
1442,0.8,33.20750957727432,41.19085140228272,36.518018865585326,median
1442,0.7,33.74900734424591,40.18024311065674,36.518018865585326,median
1442,0.6,34.187977242469785,39.53889045715332,36.518018865585326,median
1442,0.5,34.58747940063476,38.85253806114197,36.518018865585326,median
1442,0.4,35.006517267227174,38.32288932800293,36.518018865585326,median
1442,0.3,35.37558279037476,37.850717544555664,36.518018865585326,median
1442,0.2,35.724045515060425,37.377321815490724,36.518018865585326,median
1442,0.1,36.107534885406494,36.94181261062622,36.518018865585326,median
1443,0.9,32.54993953704834,42.77716474533081,36.13533458709717,median
1443,0.8,33.33378272056579,41.167214488983156,36.13533458709717,median
1443,0.7,33.79401223659515,39.981590557098386,36.13533458709717,median
1443,0.6,34.18533344268799,39.180997943878175,36.13533458709717,median
1443,0.5,34.503582048416135,38.59259166717529,36.13533458709717,median
1443,0.4,34.82387170791626,37.99695587158203,36.13533458709717,median
1443,0.3,35.15315492153168,37.470282030105594,36.13533458709717,median
1443,0.2,35.460305190086366,36.898404598236084,36.13533458709717,median
1443,0.1,35.793693685531615,36.48391189575195,36.13533458709717,median
1444,0.9,32.00593433380127,40.34111213684082,35.523315858840945,median
1444,0.8,32.76181795597076,39.15080828666687,35.523315858840945,median
1444,0.7,33.18867242336273,38.34889602661133,35.523315858840945,median
1444,0.6,33.54563635587692,37.79539709091186,35.523315858840945,median
1444,0.5,33.9000910282135,37.32136578559876,35.523315858840945,median
1444,0.4,34.24848895072937,36.92531766891479,35.523315858840945,median
1444,0.3,34.57724666595459,36.48194036483765,35.523315858840945,median
1444,0.2,34.90273358821869,36.14686336517334,35.523315858840945,median
1444,0.1,35.17966179847717,35.82725133895874,35.523315858840945,median
1445,0.9,33.41358938217163,45.5348575592041,38.54886693954468,median
1445,0.8,34.56123538017273,43.57452583312988,38.54886693954468,median
1445,0.7,35.26830365657806,42.503760528564456,38.54886693954468,median
1445,0.6,35.90907588005066,41.64802770614624,38.54886693954468,median
1445,0.5,36.34057722091675,40.939474773406985,38.54886693954468,median
1445,0.4,36.740212202072144,40.34654521942139,38.54886693954468,median
1445,0.3,37.1893611907959,39.89369220733643,38.54886693954468,median
1445,0.2,37.65774526596069,39.470087718963626,38.54886693954468,median
1445,0.1,38.13909020423889,38.981405544281,38.54886693954468,median
1446,0.9,32.292442965507504,42.967801570892334,36.2230260848999,median
1446,0.8,32.97990837097168,41.45166597366333,36.2230260848999,median
1446,0.7,33.53988162279129,40.35147705078125,36.2230260848999,median
1446,0.6,33.96548843383789,39.35801944732666,36.2230260848999,median
1446,0.5,34.34499354362488,38.62871780395508,36.2230260848999,median
1446,0.4,34.70297145843506,37.99316430091858,36.2230260848999,median
1446,0.3,35.05627031326294,37.51444664001465,36.2230260848999,median
1446,0.2,35.43722081184387,37.10725555419922,36.2230260848999,median
1446,0.1,35.80921573638916,36.66351990699768,36.2230260848999,median
1447,0.9,33.924949526786804,59.154701232910156,41.0099271774292,median
1447,0.8,35.12266464233399,51.561189842224124,41.0099271774292,median
1447,0.7,35.99862518310547,48.32726631164551,41.0099271774292,median
1447,0.6,36.76893973350525,46.73900890350342,41.0099271774292,median
1447,0.5,37.49265508651733,45.37040252685547,41.0099271774292,median
1447,0.4,38.080438232421876,44.40983009338379,41.0099271774292,median
1447,0.3,38.76144208908081,43.46029891967773,41.0099271774292,median
1447,0.2,39.42882375717163,42.55836687088013,41.0099271774292,median
1447,0.1,40.24491138458252,41.79446086883545,41.0099271774292,median
1448,0.9,32.350596046447755,41.51626214981079,36.09559669494629,median
1448,0.8,33.04433181285858,40.15603199005127,36.09559669494629,median
1448,0.7,33.57722269296646,39.27636528015137,36.09559669494629,median
1448,0.6,34.01915578842163,38.588536167144774,36.09559669494629,median
1448,0.5,34.359220838546754,38.074345111846924,36.09559669494629,median
1448,0.4,34.67458553314209,37.58831424713135,36.09559669494629,median
1448,0.3,35.04267902374268,37.166546535491946,36.09559669494629,median
1448,0.2,35.40593295097351,36.81466345787048,36.09559669494629,median
1448,0.1,35.75470337867737,36.45284805297852,36.09559669494629,median
1449,0.9,35.30964937210083,48.810297393798834,41.32387952804565,median
1449,0.8,36.524143314361574,47.08980236053467,41.32387952804565,median
1449,0.7,37.35012249946594,46.03766403198242,41.32387952804565,median
1449,0.6,37.990674781799314,44.98237314224243,41.32387952804565,median
1449,0.5,38.53178362846374,44.22442207336426,41.32387952804565,median
1449,0.4,39.16508407592774,43.59326095581055,41.32387952804565,median
1449,0.3,39.681257820129396,42.97179183959961,41.32387952804565,median
1449,0.2,40.23595066070557,42.40150098800659,41.32387952804565,median
1449,0.1,40.81517477035523,41.85991191864014,41.32387952804565,median
1450,0.9,34.14726452827453,43.86483182907104,38.73345398902893,median
1450,0.8,35.20576419830322,42.71525421142578,38.73345398902893,median
1450,0.7,35.90607738494873,41.8572829246521,38.73345398902893,median
1450,0.6,36.47023391723633,41.18400211334229,38.73345398902893,median
1450,0.5,36.94793620109558,40.673434829711915,38.73345398902893,median
1450,0.4,37.393067026138304,40.2659948348999,38.73345398902893,median
1450,0.3,37.69850969314575,39.81458806991577,38.73345398902893,median
1450,0.2,38.07555103302002,39.457880878448485,38.73345398902893,median
1450,0.1,38.38908624649048,39.09210824966431,38.73345398902893,median
1451,0.9,34.08715901374817,45.8400972366333,39.171852684021,median
1451,0.8,35.102098321914674,44.19936981201172,39.171852684021,median
1451,0.7,35.85099039077759,43.14106197357178,39.171852684021,median
1451,0.6,36.47378730773926,42.3061448097229,39.171852684021,median
1451,0.5,36.978279495239256,41.5913125038147,39.171852684021,median
1451,0.4,37.49816884994507,40.9679817199707,39.171852684021,median
1451,0.3,37.95208444595337,40.48261260986328,39.171852684021,median
1451,0.2,38.35568952560425,40.00646858215332,39.171852684021,median
1451,0.1,38.70887851715088,39.58688182830811,39.171852684021,median
1452,0.9,33.094669580459595,44.2177375793457,37.754135274887084,median
1452,0.8,34.05387816429138,42.49997797012329,37.754135274887084,median
1452,0.7,34.692010450363156,41.504116249084475,37.754135274887084,median
1452,0.6,35.23042829036713,40.78290414810181,37.754135274887084,median
1452,0.5,35.69632778167725,40.07289037704468,37.754135274887084,median
1452,0.4,36.166482543945314,39.54789924621582,37.754135274887084,median
1452,0.3,36.585719966888426,39.03297648429871,37.754135274887084,median
1452,0.2,37.00901546478271,38.61128988265991,37.754135274887084,median
1452,0.1,37.34577474594116,38.19845628738403,37.754135274887084,median
1453,0.9,32.716144871711734,43.9622745513916,36.35436120033264,median
1453,0.8,33.51152927875519,41.7982382774353,36.35436120033264,median
1453,0.7,34.03764843940735,40.57801685333252,36.35436120033264,median
1453,0.6,34.394781136512755,39.56785659790039,36.35436120033264,median
1453,0.5,34.74288358688354,38.82854022979736,36.35436120033264,median
1453,0.4,35.07866289615631,38.13537802696228,36.35436120033264,median
1453,0.3,35.42911195755005,37.57692151069641,36.35436120033264,median
1453,0.2,35.72677278518677,37.1251302242279,36.35436120033264,median
1453,0.1,36.02915773391724,36.769189071655276,36.35436120033264,median
1454,0.9,32.417537063360214,46.149048233032225,37.369630098342896,median
1454,0.8,33.15609871149063,43.98681011199951,37.369630098342896,median
1454,0.7,33.8041535615921,42.57610721588135,37.369630098342896,median
1454,0.6,34.32717144489288,41.55253162384033,37.369630098342896,median
1454,0.5,34.855051851272584,40.732642555236815,37.369630098342896,median
1454,0.4,35.354968190193176,39.96580543518066,37.369630098342896,median
1454,0.3,35.89762134552002,39.19322023391724,37.369630098342896,median
1454,0.2,36.40661020278931,38.59315128326416,37.369630098342896,median
1454,0.1,36.85521545410156,37.96397242546082,37.369630098342896,median
1455,0.9,31.619234359264375,37.176982688903806,33.61239868402481,median
1455,0.8,32.069999647140506,36.054049491882324,33.61239868402481,median
1455,0.7,32.35010080337524,35.44189879894257,33.61239868402481,median
1455,0.6,32.55334883928299,34.98357858657837,33.61239868402481,median
1455,0.5,32.75300115942955,34.66975283622742,33.61239868402481,median
1455,0.4,32.929359996318816,34.41774578094483,33.61239868402481,median
1455,0.3,33.10592917203903,34.19455509185791,33.61239868402481,median
1455,0.2,33.27272276878357,33.98376307487488,33.61239868402481,median
1455,0.1,33.42135180234909,33.7999853014946,33.61239868402481,median
1456,0.9,32.47172085046768,44.82276411056519,37.26078691482544,median
1456,0.8,33.35344910621643,43.112421131134035,37.26078691482544,median
1456,0.7,34.01841764450073,42.021314811706546,37.26078691482544,median
1456,0.6,34.47811737060547,40.97761106491089,37.26078691482544,median
1456,0.5,34.92925419807434,40.178922176361084,37.26078691482544,median
1456,0.4,35.37001452445984,39.42892761230469,37.26078691482544,median
1456,0.3,35.8173065662384,38.880205154418945,37.26078691482544,median
1456,0.2,36.307502365112306,38.36947650909424,37.26078691482544,median
1456,0.1,36.78305244445801,37.76558251380921,37.26078691482544,median
1457,0.9,31.526777863502502,37.49536733627319,33.987066054344176,median
1457,0.8,32.130830752849576,36.49493641853333,33.987066054344176,median
1457,0.7,32.443209022283554,35.92489533424377,33.987066054344176,median
1457,0.6,32.69888517856598,35.51353867053986,33.987066054344176,median
1457,0.5,32.962208688259125,35.17504153251648,33.987066054344176,median
1457,0.4,33.16785386800766,34.90616466999054,33.987066054344176,median
1457,0.3,33.37094622850418,34.6489586353302,33.987066054344176,median
1457,0.2,33.58718237876892,34.42438521385193,33.987066054344176,median
1457,0.1,33.790928554534915,34.20025103092193,33.987066054344176,median
1458,0.9,31.824360799789428,39.714933490753175,34.52264332771301,median
1458,0.8,32.31838958263397,38.11120166778564,34.52264332771301,median
1458,0.7,32.694268667697905,37.25525770187378,34.52264332771301,median
1458,0.6,32.99074374437332,36.66273627281189,34.52264332771301,median
1458,0.5,33.286370277404785,36.19906644821167,34.52264332771301,median
1458,0.4,33.54771184921265,35.77010612487793,34.52264332771301,median
1458,0.3,33.775749397277835,35.44670810699463,34.52264332771301,median
1458,0.2,33.997191071510315,35.10477538108826,34.52264332771301,median
1458,0.1,34.26001687049866,34.78263971805573,34.52264332771301,median
1459,0.9,34.80166645050049,49.7204065322876,40.91982898712158,median
1459,0.8,36.02478337287903,47.178889465332034,40.91982898712158,median
1459,0.7,37.00958623886108,45.87670402526855,40.91982898712158,median
1459,0.6,37.6989577293396,44.892177963256835,40.91982898712158,median
1459,0.5,38.34551086425781,43.90412340164185,40.91982898712158,median
1459,0.4,38.87272887229919,43.168119239807126,40.91982898712158,median
1459,0.3,39.34621858596802,42.52926340103149,40.91982898712158,median
1459,0.2,39.90341682434082,41.94806089401245,40.91982898712158,median
1459,0.1,40.407679843902585,41.38261775970459,40.91982898712158,median
1460,0.9,34.28737218379975,49.27456760406494,41.183398723602295,median
1460,0.8,35.76778826713562,46.893418312072754,41.183398723602295,median
1460,0.7,36.77479467391968,45.54593143463135,41.183398723602295,median
1460,0.6,37.59035701751709,44.57628154754639,41.183398723602295,median
1460,0.5,38.27941780090332,43.853854942321775,41.183398723602295,median
1460,0.4,38.95072793960571,43.24413089752197,41.183398723602295,median
1460,0.3,39.56874322891235,42.67339115142822,41.183398723602295,median
1460,0.2,40.10972204208374,42.16715059280396,41.183398723602295,median
1460,0.1,40.63287124633789,41.69503717422485,41.183398723602295,median
1461,0.9,34.22137761116028,51.22114582061768,40.46704549789429,median
1461,0.8,35.419552779197694,48.13781566619873,40.46704549789429,median
1461,0.7,36.29010705947876,46.17997989654541,40.46704549789429,median
1461,0.6,37.0639084815979,44.74990930557251,40.46704549789429,median
1461,0.5,37.70193347930908,43.886163330078126,40.46704549789429,median
1461,0.4,38.2484797000885,43.109544944763186,40.46704549789429,median
1461,0.3,38.79161629676819,42.3856746673584,40.46704549789429,median
1461,0.2,39.348163509368895,41.70258169174194,40.46704549789429,median
1461,0.1,39.90275421142578,41.020487785339355,40.46704549789429,median
1462,0.9,32.23959379196167,40.68312168121338,36.04429268836975,median
1462,0.8,33.08184862136841,39.383853626251224,36.04429268836975,median
1462,0.7,33.6356763958931,38.69014940261841,36.04429268836975,median
1462,0.6,34.00222461223602,38.138088130950926,36.04429268836975,median
1462,0.5,34.381147146224976,37.70244159698486,36.04429268836975,median
1462,0.4,34.72380578517914,37.340968656539914,36.04429268836975,median
1462,0.3,35.081847643852235,37.02709913253784,36.04429268836975,median
1462,0.2,35.42256865501404,36.69061965942383,36.04429268836975,median
1462,0.1,35.74258151054382,36.35644559860229,36.04429268836975,median
1463,0.9,32.46128115653992,43.35676307678223,35.41538634300232,median
1463,0.8,33.04019563198089,41.20602540969848,35.41538634300232,median
1463,0.7,33.42556973695755,39.65582103729248,35.41538634300232,median
1463,0.6,33.76194202899933,38.63232741355896,35.41538634300232,median
1463,0.5,34.046051907539365,37.769660758972165,35.41538634300232,median
1463,0.4,34.323111867904665,37.14456615447998,35.41538634300232,median
1463,0.3,34.55078678131103,36.530108547210695,35.41538634300232,median
1463,0.2,34.81730759143829,36.09983415603638,35.41538634300232,median
1463,0.1,35.10333299636841,35.70884747505188,35.41538634300232,median
1545,0.9,34.25815863609314,47.441366577148436,39.4651704788208,median
1545,0.8,35.2754668712616,45.141456031799315,39.4651704788208,median
1545,0.7,36.0044659614563,43.81310596466064,39.4651704788208,median
1545,0.6,36.63698019981384,42.91840171813965,39.4651704788208,median
1545,0.5,37.16090488433838,42.205611324310304,39.4651704788208,median
1545,0.4,37.66064033508301,41.47183361053467,39.4651704788208,median
1545,0.3,38.111864280700686,40.90521373748779,39.4651704788208,median
